r,t,y,SalvageValue
REGION1,LNDCP01HRNOC,2018,7.212
REGION1,LNDCP01HRNOC,2019,10.1009
REGION1,LNDCP01HRNOC,2020,15.6288
REGION1,LNDCP01HRNOC,2021,18.3116
REGION1,LNDCP01HRNOC,2022,22.2981
REGION1,LNDCP01HRNOC,2023,22.4462
REGION1,LNDCP01HRNOC,2024,24.613
REGION1,LNDCP01HRNOC,2025,25.634
REGION1,LNDCP01HRNOC,2026,25.3865
REGION1,LNDCP01HRNOC,2027,26.9734
REGION1,LNDCP01HRNOC,2028,28.5323
REGION1,LNDCP01HRNOC,2029,28.8409
REGION1,LNDCP01HRNOC,2030,24.8965
REGION1,LNDCP01IIMRD,2026,0.0258
REGION1,LNDCP01IIMRD,2027,0.064
REGION1,LNDCP01IIMRD,2028,0.1
REGION1,LNDCP01IIMRD,2029,0.1333
REGION1,LNDCP01IIMRD,2030,0.1638
REGION1,LNDCP01IINOC,2026,0.028
REGION1,LNDCP01IINOC,2027,0.0695
REGION1,LNDCP01IINOC,2028,0.1085
REGION1,LNDCP01IINOC,2029,0.1447
REGION1,LNDCP01IINOC,2030,0.1778
REGION1,LNDCP01IINOE,2026,0.0145
REGION1,LNDCP01IINOE,2027,0.0644
REGION1,LNDCP01IINOE,2028,0.0994
REGION1,LNDCP01IINOE,2029,0.1319
REGION1,LNDCP01IINOE,2030,0.1617
REGION1,LNDCP01IINOW,2026,0.0191
REGION1,LNDCP01IINOW,2027,0.0847
REGION1,LNDCP01IINOW,2028,0.1308
REGION1,LNDCP01IINOW,2029,0.1734
REGION1,LNDCP01IINOW,2030,0.2126
REGION1,LNDCP01IIRRD,2026,0.0142
REGION1,LNDCP01IIRRD,2027,0.0352
REGION1,LNDCP01IIRRD,2028,0.055
REGION1,LNDCP01IIRRD,2029,0.0733
REGION1,LNDCP01IIRRD,2030,0.0901
REGION1,LNDCP01IISOC,2026,0.0495
REGION1,LNDCP01IISOC,2027,0.1229
REGION1,LNDCP01IISOC,2028,0.1919
REGION1,LNDCP01IISOC,2029,0.2559
REGION1,LNDCP01IISOC,2030,0.3146
REGION1,LNDCP01IISOE,2026,0.0276
REGION1,LNDCP01IISOE,2027,0.0685
REGION1,LNDCP01IISOE,2028,0.107
REGION1,LNDCP01IISOE,2029,0.1427
REGION1,LNDCP01IISOE,2030,0.1754
REGION1,LNDCP01IRMRD,2026,0.0398
REGION1,LNDCP01IRMRD,2027,0.0989
REGION1,LNDCP01IRMRD,2028,0.1544
REGION1,LNDCP01IRMRD,2029,0.2058
REGION1,LNDCP01IRMRD,2030,0.253
REGION1,LNDCP01IRNOC,2017,2.5055
REGION1,LNDCP01IRNOE,2026,0.039
REGION1,LNDCP01IRNOE,2027,0.0968
REGION1,LNDCP01IRNOE,2028,0.1512
REGION1,LNDCP01IRNOE,2029,0.2016
REGION1,LNDCP01IRNOE,2030,0.2478
REGION1,LNDCP01IRNOW,2026,0.0295
REGION1,LNDCP01IRNOW,2027,0.1308
REGION1,LNDCP01IRNOW,2028,0.2019
REGION1,LNDCP01IRNOW,2029,0.2678
REGION1,LNDCP01IRNOW,2030,0.3283
REGION1,LNDCP01IRRRD,2026,0.0219
REGION1,LNDCP01IRRRD,2027,0.0544
REGION1,LNDCP01IRRRD,2028,0.0849
REGION1,LNDCP01IRRRD,2029,0.1132
REGION1,LNDCP01IRRRD,2030,0.1392
REGION1,LNDCP01IRSOE,2026,0.0426
REGION1,LNDCP01IRSOE,2027,0.1058
REGION1,LNDCP01IRSOE,2028,0.1653
REGION1,LNDCP01IRSOE,2029,0.2203
REGION1,LNDCP01IRSOE,2030,0.2709
REGION1,LNDCP01LRMRD,2027,0.0347
REGION1,LNDCP01LRMRD,2028,0.0773
REGION1,LNDCP01LRMRD,2029,0.1008
REGION1,LNDCP01LRMRD,2030,0.1224
REGION1,LNDCP01LRNOC,2027,0.0377
REGION1,LNDCP01LRNOC,2028,0.0839
REGION1,LNDCP01LRNOC,2029,0.1095
REGION1,LNDCP01LRNOC,2030,0.1329
REGION1,LNDCP01LRNOE,2029,0.0766
REGION1,LNDCP01LRNOE,2030,0.1415
REGION1,LNDCP01LRNOW,2029,0.1007
REGION1,LNDCP01LRNOW,2030,0.186
REGION1,LNDCP01LRRRD,2028,0.0234
REGION1,LNDCP01LRRRD,2029,0.0616
REGION1,LNDCP01LRRRD,2030,0.0728
REGION1,LNDCP01LRSOC,2028,0.1566
REGION1,LNDCP01LRSOC,2029,0.2033
REGION1,LNDCP01LRSOC,2030,0.2436
REGION1,LNDCP01LRSOE,2027,0.0372
REGION1,LNDCP01LRSOE,2028,0.0827
REGION1,LNDCP01LRSOE,2029,0.108
REGION1,LNDCP01LRSOE,2030,0.1311
REGION1,LNDCP02HRNOC,2017,5.8422
REGION1,LNDCP02HRNOC,2018,8.0586
REGION1,LNDCP02HRNOC,2019,7.2956
REGION1,LNDCP02HRNOC,2020,19.386
REGION1,LNDCP02HRNOC,2021,20.2884
REGION1,LNDCP02HRNOC,2022,24.2797
REGION1,LNDCP02HRNOC,2023,24.096
REGION1,LNDCP02HRNOC,2024,24.7773
REGION1,LNDCP02HRNOC,2025,28.5611
REGION1,LNDCP02HRNOC,2026,27.9461
REGION1,LNDCP02HRNOC,2027,28.9019
REGION1,LNDCP02HRNOC,2028,30.4782
REGION1,LNDCP02HRNOC,2029,25.0257
REGION1,LNDCP02HRNOC,2030,28.572
REGION1,LNDCP02IIMRD,2026,0.0229
REGION1,LNDCP02IIMRD,2027,0.1017
REGION1,LNDCP02IIMRD,2028,0.1569
REGION1,LNDCP02IIMRD,2029,0.2082
REGION1,LNDCP02IIMRD,2030,0.2552
REGION1,LNDCP02IINOC,2026,0.0433
REGION1,LNDCP02IINOC,2027,0.1075
REGION1,LNDCP02IINOC,2028,0.1678
REGION1,LNDCP02IINOC,2029,0.2237
REGION1,LNDCP02IINOC,2030,0.275
REGION1,LNDCP02IINOE,2027,0.1032
REGION1,LNDCP02IINOE,2028,0.1569
REGION1,LNDCP02IINOE,2029,0.2067
REGION1,LNDCP02IINOE,2030,0.2524
REGION1,LNDCP02IINOW,2026,0.0295
REGION1,LNDCP02IINOW,2027,0.131
REGION1,LNDCP02IINOW,2028,0.2022
REGION1,LNDCP02IINOW,2029,0.2682
REGION1,LNDCP02IINOW,2030,0.3287
REGION1,LNDCP02IIRRD,2026,0.0126
REGION1,LNDCP02IIRRD,2027,0.0559
REGION1,LNDCP02IIRRD,2028,0.0863
REGION1,LNDCP02IIRRD,2029,0.1145
REGION1,LNDCP02IIRRD,2030,0.1404
REGION1,LNDCP02IISOC,2026,0.0765
REGION1,LNDCP02IISOC,2027,0.1901
REGION1,LNDCP02IISOC,2028,0.2968
REGION1,LNDCP02IISOC,2029,0.3956
REGION1,LNDCP02IISOC,2030,0.4864
REGION1,LNDCP02IISOE,2026,0.0427
REGION1,LNDCP02IISOE,2027,0.106
